index,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Date,likes,comments,url,engagement,Id,Hour,Day Name,Day Number
0,0,2,0.9647994,"marketing, kol, ga, campaign, brand, kalo, bikin, orang, produk, iklan","['endorse', 'tuh', 'brand', 'budget', 'gede', 'dunia', 'namanya', 'nano', 'micro', 'influencer', 'onvb', 'marketing', 'series', 'strategi', 'kol', 'marketing', 'nyusun_target', 'endorse', 'ads', 'sampe', 'evaluasi', 'menyusun', 'target', 'strategi', 'syelete', 'alg', 'kol', 'marketing', 'efektif', 'mengeksekusi', 'kol', 'marketing', 'dampak', 'kol', 'marketing', 'brand', 'awareness_desire', 'sales', 'kombinasi', 'kol', 'ads', 'marketing', 'monitor_efektifitas', 'kol', 'marketing', 'perencanaan_implementasi', 'teuku', 'mayoga', 'review_variabel', 'chief', 'marketing', 'officer', 'jiera', 'berpengaruh', 'strategi', 'kol', 'marketing_case_study', 'good', 'eat', 'harga', 'le', 'minggu_maret', 'oo', 'link_bio', 'wib', 'kalo', 'kemaren', 'bahas', 'kol', 'marketing', 'sudut', 'pandang', 'brand', 'gede', 'afdhol', 'kalo', 'ga', 'ngebahas', 'sisi', 'brand', 'budgetnya', 'mendang', 'mending', 'cerita', 'dunkin', 'donuts', 'battle', 'starbucks', 'mrt', 'ey', 'st', 'sampe', 'feola', 'ae', 'bener', 'ga', 'sih', 'kol', 'marketing', 'brand', 'budgetnya', 'gede', 'gimana', 'strateginya', 'brand', 'hak', 'kemerdekaan', 'kol', 'marketing', 'hak', 'brand', 'dunia', 'namanya', 'macro', 'micro', 'influencer', 'nano_influencer', 'kalo', 'lu', 'influencer', 'gue', 'endorse', 'pake', 'ga', 'ngincer', 'macro', 'influencer', 'kayak', 'raffi', 'ahmad', 'endorse', 'aja', 'seharga', 'cicilan', 'rumah', 'impianmu', 'opsi', 'micro', 'influencer', 'salah', 'artikel', 'forbes_bilang', 'brand', 'nganggep', 'follower', 'ngaruh', 'penjualan', 'influencer', 'marketing', 'ga', 'semudah', 'artikel', 'micro', 'influencers', 'smaller', 'better', 'ngejelasin', 'keunggulan', 'kalo', 'pake', 'micro', 'influencer', 'targeted', 'audience', 'segmen', 'audience', 'nya', 'spesifik', 'banget', 'peluang', 'mleset', 'nya', 'credible', 'authentic', 'bahasannya', 'spesifik', 'difollow', 'audience', 'ngerasa', 'bahasannya', 'gue', 'banget', 'nih', 'bikin', 'ngonten', 'ngendorse', 'kerasa', 'jujur', 'tipu', 'tipu', 'teletubbies', 'al', 'mengasingkan', 'handle', 'influencer', 'judes', 'ao', 'ajaib_', 'ath', 'cost', 'effective', 'bayarannya', 'ga', 'segede', 'macro', 'influencer', 'datengin', 'traffic', 'gede', 'deliver', 'engagement', 'micro', 'influ', 'niat', 'senang', 'ngebalesin', 'komen', 'dm', 'ngedengerin', 'curhatan', 'mantan', 'followernya', 'hknp', 'orang', 'le', 'suka', 'ngomong', 'cenderung', 'diajak', 'negosiasi', 'micro', 'influ', 'kalo', 'sreg', 'enak', 'diajakin', 'nego', 'nyari', 'jalan', 'macro', 'influ', 'ribet', 'antrian', 'endorsenya', 'yaa', 'kadang', 'ga', 'proses', 'nego', 'nego', 'kek', 'gini', 'brand', 'lokal', 'udah', 'pro', 'perihal', 'micro', 'influencer', 'namanya', 'jiera', 'brand', 'berdiri', 'modal', 'juta', 'fix', 'keknya', 'budget', 'bayar', 'micro', 'influencer', 'doang', 'knp', 'blim', 'beli', 'kelasnya', 'dnvb', 'sampe', 'skrg', 'ax', 'eae', 'wn', 'eaehe', 'brand', 'skin', 'care', 'grow', 'nya', 'melejit', 'karir', 'cr', 'pas', 'mu', 'kol', 'kelola', 'udah', 'micro', 'nano_influencer', 'kaum', 'minim', 'budgett', 'kumpulll']",2023-03-22 19:12:11,700,10,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/337145248_901323594406854_9064113237162631158_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=JUI0KjBPWk0AX9XaRNH&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCCH2ziWLkj0swyBMdQE_-zmizKwPUW_ESMzIJzKeoz7w&oe=647CE8F5&_nc_sid=f4eaf9,710,2023-03-22 12:12:11,19,Wednesday,3
1,1,2,0.9998484,"marketing, kol, ga, campaign, brand, kalo, bikin, orang, produk, iklan","['cerita', 'dunkin', 'donuts', 'battle', 'starbucks', 'naikin', 'sales', 'sampe', 'onvb', 'marketing', 'series', 'strategi', 'kol', 'marketing', 'nyusun_target', 'endorse', 'ads', 'sampe', 'evaluasi', 'menyusun', 'target', 'strategi', 'syelete', 'alg', 'kol', 'marketing', 'efektif', 'mengeksekusi', 'kol', 'marketing', 'dampak', 'kol', 'marketing', 'brand', 'awareness_desire', 'sales', 'kombinasi', 'kol', 'ads', 'marketing', 'monitor_efektifitas', 'kol', 'marketing', 'perencanaan_implementasi', 'teuku', 'mayoga', 'review_variabel', 'chief', 'marketing', 'officer', 'jiera', 'berpengaruh', 'strategi', 'kol', 'marketing_case_study', 'good', 'eat', 'harga', 'le', 'minggu_maret', 'oo', 'link_bio', 'wib', 'bikin', 'penjualan', 'dunkin', 'aa', 'ae', 'tials', 'gy', 'jag', 'lihat', 'hasil', 'kol', 'ode', 'minggu', 'pm', 'gosong', 'bro', 'brand', 'dunkin', 'donuts', 'ngendorse', 'mba', 'tiktokers', 'charlie', 'amelio', 'followernya', 'udah', 'juta', 'campaignnya', 'pake', 'hashtag', 'hasilnya', 'boncos', 'boncos', 'sampe', 'trauma', 'cuan', 'sales', 'produknya', 'ges', 'campaignnya', 'dirilis', 'dunkin', 'ngeluarin', 'produk', 'minuman', 'cold', 'brew', 'nama', 'charli', 'hasilnya', 'membagongkan', 'pemirsahh', 'bikin', 'trauma', 'penjualan', 'produk', 'cold', 'brew', 'dunkin', 'launch', 'efeknya', 'ga', 'keberhasilan', 'endorsenya', 'berlanjut', 'menerus', 'udah', 'jual', 'kelas', 'kol', 'marketing', 'napa', 'gue', 'baca', 'pinterest', 'com', 'memasuki', 'penjualan', 'dunkin', 'melonjak', 'tajam', 'laporan', 'tim', 'investigasi', 'gessip', 'data', 'dnvb', 'dunkin', 'berhasil', 'ngejual', 'ratusan', 'ribu', 'cangkir', 'plus', 'apps', 'download', 'mengalami', 'kenaikan', 'pemirsahh', 'strategi', 'dunkin', 'nyaingin', 'rival', 'abadi', 'dunia', 'akhirat', 'starbucks', 'salah', 'gue', 'go', 'car', 'ga_', 'bayar', 'patungan_', 'orang', 'kalo', 'burnout', 'kerja', 'suka', 'melipir', 'cafe', 'dunkin', 'starbuck', 'perusahaan', 'supply', 'chain', 'kopi', 'donat', 'ngendorse', 'mba', 'charli', 'umurnya', 'dunkin', 'ngelawan', 'dominasi', 'starbucks', 'pasar', 'anak', 'muda', 'mba', 'content', 'creator', 'followernya', 'negara', 'muda', 'demografi', 'followernya', 'luas', 'kunci', 'sukses', 'si', 'influencer', 'kudu', 'cinta', 'produknya', 'ga', 'banyakan', 'follower', 'rame', 'doang', 'charlidamelio', 'charli', 'amelio', 'mengikuti', 'pengikut', 'suka', 'biodata', 'oh', 'mba', 'charli', 'amelia', 'konten', 'ditulis', 'followernya', 'udah', 'seharga', 'mobil', 'brio', 'juta', 'emang', 'udah', 'suka', 'dunkin', 'proses', 'pdktnya', 'enak', 'ga', 'heran', 'kalo', 'marketingnya', 'sukses', 'si', 'influencernya', 'emang', 'lubuk', 'hati', 'terdalam', 'udah', 'seneng', 'produknya', 'ga', 'keliatan', 'maksa', 'artikel', 'forbes', 'judulnya', 'using', 'influencer', 'marketing', 'drive', 'roi', 'bersabda', 'rtfaln', 'ee', 'dnvb', 'baca', 'meme', 'doang', 'ems', 'eae', 'creator', 'brand', 'storyteller', 'ceunah', 'kalo', 'menjalin', 'ikatan', 'erate', 'partnership', 'influencer', 'storyteller', 'brand', 'power', 'rekomendasi', 'teman', 'teorinya', 'udah', 'terbukti', 'negara', 'api', 'menyerang', 'arisan', 'komplek', 'aja', 'impulsif', 'belanja', 'rekomen', 'temennya', 'orang', 'dunia', 'terpengaruh', 'belanja', 'gara', 'gara', 'rekomen', 'kol', 'stn', 'udah', 'gadaiin', 'mato', 'seal', 'punyal', 'pacar', 'mi', 'ny', 'fe', 'lay', 'af', 'ey', 'survey', 'ribu', 'orang', 'hasilnya', 'bilang', 'kalo', 'orang', 'terpengaruh', 'belanja', 'rekomendasi', 'influencer', 'syaratnya', 'endorse', 'otentik', 'seikhlas', 'seoriginal', 'mba', 'charli', 'pas', 'endorse', 'dunkin', 'donuts', 'ga', 'maksa', 'kayak', 'bunyi', 'kknalpot', 'racing', 'study', 'case', 'kolab', 'influencer', 'berhasil']",2023-03-21 19:45:27,1010,12,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/336499289_959062895269158_5023836227088047635_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=h70ppsBcho8AX_wZ_Wy&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCdMqIO6N7YCKD7n00PImUI8jGRAx1LTnzqEOXA9oTzUQ&oe=647CE62A&_nc_sid=f4eaf9,1022,2023-03-21 12:45:27,19,Tuesday,2
2,2,2,0.9998112,"marketing, kol, ga, campaign, brand, kalo, bikin, orang, produk, iklan","['gimana', 'jiera', 'jualan', 'ribu', 'pcs', 'perbulan', 'kol', 'marketing', 'onvb', 'marketing', 'series', 'strategi', 'kol', 'marketing', 'nyusun_target', 'endorse', 'ads', 'sampe', 'evaluasi', 'menyusun', 'target', 'strategi', 'syelete', 'alg', 'kol', 'marketing', 'efektif', 'mengeksekusi', 'kol', 'marketing', 'dampak', 'kol', 'marketing', 'brand', 'awareness_desire', 'sales', 'kombinasi', 'kol', 'ads', 'marketing', 'monitor_efektifitas', 'kol', 'marketing', 'perencanaan_implementasi', 'teuku', 'mayoga', 'review_variabel', 'chief', 'marketing', 'officer', 'jiera', 'berpengaruh', 'strategi', 'kol', 'marketing_case_study', 'good', 'eat', 'harga', 'le', 'minggu_maret', 'oo', 'link_bio', 'wib', 'endorse', 'untung', 'untungan', 'ngincar', 'modal', 'doang', 'beneran', 'bikin', 'kaya', 'pengen', 'ikutan', 'kelas', 'kol', 'dnvb', 'api', 'takut', 'cepet', 'kaya', 'sn', 'diteliti', 'serajin', 'temen', 'temen', 'dnvb', 'rada', 'takut', 'trauma', 'sayer', 'tatapar', 'strategi', 'bernama', 'kol', 'marketing', 'konten', 'minbi', 'ngasih', 'perspektif', 'kol', 'nguntungin', 'bikin', 'berdarah', 'darah', 'brand', 'berhasil', 'pake', 'strategi', 'beli', 'follower', 'biar', 'ngendorse', 'jiera', 'brand', 'skin', 'care', 'asli', 'indo', 'modal', 'juta', 'ngincer', 'influencer', 'brand', 'gede', 'jago', 'menggoreng', 'kol', 'marketing', 'bacanya', 'kei', 'el', 'yaaa', 'biar', 'ga', 'sayur', 'lalapan', 'jiera', 'udah', 'pake', 'influencer', 'kalo', 'dikelola', 'udah', 'ratusan', 'pro', 'nya', 'udah', 'terbukti', 'yaa', 'terjual', 'jtpcs', 'produk', 'kurun', 'dibawah', 'hasilnya', 'jiera', 'berhasil', 'nembus', 'angka', 'ribuan', 'pcs', 'penjualan', 'perbulan', 'ribuan', 'produk', 'yaa', 'ribuan', 'sampah', 'plastik', 'ngambang', 'lautan', 'uhuxxx', 'jiera', 'views', 'add', 'favorites', 'keberhasilan', 'jiera', 'medsos', 'gampang', 'banget', 'dilacak', 'kalo', 'nyari', 'jiera', 'tiktok', 'angkanya', 'udah', 'nyampe', 'juta', 'views', 'melawan', 'ketidakpastian', 'kol', 'marketing', 'data', 'dnvb', 'bikin', 'kelas', 'bareng', 'mas', 'mayoga', 'ceo', 'jiera', 'belio', 'ngajarin', 'kol', 'pake', 'tabel', 'bener_bener', 'saintifik', 'based', 'data', 'bikin', 'kol', 'berhasil', 'menghadapi', 'ketidakpastian', 'kol', 'bikin', 'boncos', 'data', 'kol', 'ngejadiin', 'marketing', 'sasaran', 'kalo', 'bener', 'abis', 'tf', 'duit', 'influence', 'pake', 'kol', 'nyari', 'ikan', 'mancing', 'kolam', 'mending', 'nyari', 'orang', 'kolam', 'ikan', 'tebar', 'jala', 'perendorsan', 'duniawi', 'cari', 'orang', 'follower', 'spesifikasi', 'target', 'audience', 'incar', 'artikel', 'psychology', 'influencer', 'marketing', 'bilang', 'endorse', 'lu', 'boncos', 'sr', 'emang', 'sedekah', 'eh', 'fe', 'influencer', 'marketing', 'word', 'mouth', 'versi', 'gede', 'dimana', 'target_market', 'rekomendasi', 'orang', 'percaya', 'storytellingnya', 'cakep', 'konsep', 'gampangnya', 'fakta', 'lapangan', 'ga', 'seindah', 'teori', 'yuk', 'belajar', 'kol', 'ak', 'barengg']",2023-03-20 21:07:12,1867,25,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/337317699_2127598684102906_8713380460591044052_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=NYYYupqd2nAAX_iKuIy&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCls5U8LavN7J5RuhTnyl70fLz8HK0E4PPQprCZk1c3lA&oe=647B5EE7&_nc_sid=f4eaf9,1892,2023-03-20 14:07:12,21,Monday,1
3,3,1,0.9997808,"ga, orang, marketing, bikin, kalo, humor, brand, iklan, customer, pake","['jualannya', 'becanda', 'duitnya', 'serius', 'jualan', 'pake', 'humor', 'naikin', 'sales', 'onvb', 'marketing', 'series', 'humor', 'marketing', 'rumus', 'konten', 'viral', 'ala', 'go_jek', 'riset', 'jokes', 'bikin', 'jokes', 'viral', 'datengin', 'sales', 'manage', 'respon_netizen', 'faktor_faktor', 'ngaruh', 'humor', 'marketing', 'bikin', 'jokes', 'ga', 'cringe', 'ngukur', 'efektivitas', 'evaluasi', 'humor', 'marketing_case_study', 'good_fail', 'examples', 'pembelian', 'kelas', 'otomatis', 'dapet', 'video_rekaman', 'diakses', 'seumur_hidup', 'minggu_maret', 'wib', 'harga', 'humor', 'marketing', 'makhluk', 'berguna', 'sales', 'founder', 'digital', 'marketer', 'agency', 'anak', 'magang', 'penjualan', 'udah', 'pake', 'humor', 'marketing', 'sales', 'worth', 'ga', 'ya', 'coba', 'baca', 'konten', 'habis', 'biar', 'ngeyakinin', 'atasan', 'pake', 'humor', 'marketing', 'orang', 'buka', 'medsos', 'fun', 'serius', 'serius', 'gaji', 'boss', 'milyar', 'pemakai', 'rarkeba', 'media_sosial', 'dunia', 'pake', 'media_sosial', 'fun', 'era', 'trend', 'overpressure', 'overwork', 'jaksel', 'manusia', 'butuh', 'humor', 'dunia', 'mas', 'bahari', 'ckckck', 'vp', 'creative_director', 'go_jek', 'said', 'orc', 'ee', 'ae', 'marketing', 'viral', 'salah', 'satunya', 'mengandung', 'unsur', 'jokes', 'humor', 'iklan', 'go_jek', 'viral', 'viral', 'pake', 'unsur', 'humor', 'yaa', 'kadang', 'garing', 'kayak', 'konten', 'dnvb', 'orang', 'orang', 'suka', 'iklan', 'go_jek', 'meme', 'humor', 'kebutuhan', 'umat', 'manusia', 'ya', 'meme', 'masuk', 'dnvb', 'ci', 'ms', 'data', 'forbes_bilang', 'meme', 'dicari', 'google', 'meme', 'spesial', 'tools', 'ngeekspresiin', 'sikap', 'perasaan', 'situasi', 'kalo', 'orang', 'seneng', 'menteri', 'pupr', 'basuki', 'muncul', 'meme', 'beliau', 'media_sosial', 'bikin', 'orang', 'orang', 'ngeluarin', 'duit', 'belanja', 'gue', 'ngantuk', 'anjir', 'dikasih', 'kerjaan', 'malem', 'riset', 'harvard_business', 'review', 'bilang', 'unsur', 'humor', 'marketing', 'naikin', 'willingness', 'pay', 'kayak', 'ditawarin', 'sales', 'berpeluang', 'belanja', 'sales', 'ramah', 'humoris', 'dibanding', 'jutek', 'bikin', 'audience', 'ngerasa', 'relate', 'brand', 'rekrut', 'gue', 'elu', 'goblok', 'coba', 'orang', 'dunia', 'berpendapat', 'ngerasa', 'relate', 'iklan', 'humoris', 'sumber', 'minbi', 'dapet', 'data', 'kalo', 'video', 'ads', 'mengandung', 'humor', 'berpeluang', 'lebin', 'stand', 'mata', 'audience', 'sebat_project', 'bukti', 'humor', 'marketing', 'bikin', 'kaya', 'sebat_project', 'diikuti', 'kirim', 'pesan', 'kiriman', 'rb', 'pengikut', 'diikuti', 'furniture', 'canda', 'tawa', 'solid', 'trust', 'bikin', 'furniture', 'pake', 'kayu', 'beneran', 'cil', 'sebat_project', 'dhedy', 'hendro', 'wa', 'klik', 'link', 'biar', 'langsung', 'chat', 'bit', 'ly', 'efu', 'note', 'gossip_forum', 'minggu', 'mas', 'bahari', 'ya', 'om', 'dhed', 'beliau', 'istirahat', 'sukoharjo', 'sebat_project', 'bukti', 'kalo', 'ngelucu', 'bikin', 'kaya', 'om', 'dhed', 'sang', 'owner', 'bilang', 'saking', 'suksesnya', 'pake', 'humor', 'marketing', 'kerjaan', 'hariannya', 'bikin', 'postingan', 'nolakin', 'order', 'nih', 'brand', 'gede', 'pake', 'humor', 'marketing', 'indonesiahhh', 'butuh', 'penjelasan', 'data', 'nihh']",2023-03-17 21:14:27,2254,12,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/336005262_766218251828201_3221848201782772260_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=kLnrSbcq9p4AX9aYXBD&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDokSklg3y9n2XYzHj4IuS1eWX_m99Gwj-HrkHTGlwFsA&oe=647BB8C6&_nc_sid=f4eaf9,2266,2023-03-17 14:14:27,21,Friday,5
4,4,1,0.9997899,"ga, orang, marketing, bikin, kalo, humor, brand, iklan, customer, pake","['jualan', 'pake', 'jokes', 'jatuhin', 'harga', 'naikin', 'sales', 'nvo', 'marketing', 'series', 'humor', 'marketing', 'rumus', 'konten', 'viral', 'ala', 'go_jek', 'riset', 'jokes', 'bikin', 'jokes', 'viral', 'datengin', 'sales', 'manage', 'respon_netizen', 'faktor_faktor', 'ngaruh', 'humor', 'marketing', 'bikin', 'jokes', 'ga', 'cringe', 'ngukur', 'efektivitas', 'evaluasi', 'humor', 'marketing_case_study', 'good_fail', 'examples', 'pembelian', 'kelas', 'otomatis', 'dapet', 'video_rekaman', 'diakses', 'seumur_hidup', 'minggu_maret', 'wib', 'ey', 'ngejoke', 'jualan', 'beneran', 'bikin', 'kaya', 'jatuhin', 'harga', 'biar', 'jelek', 'ga', 'sih', 'emangnya', 'kalo', 'marketing', 'brand', 'gue', 'lucu', 'naikin', 'sales', 'kesehariannya', 'ngejoke', 'garing', 'pengen', 'nyoba', 'marketing', 'lucu', 'ragu', 'bener', 'naikin', 'sales', 'engga', 'sih', 'humor', 'marekting', 'mak', 'raisa', 'mari', 'bahas', 'tren', 'pemimpin', 'dunia', 'udah', 'suka', 'ngehumor', 'orang', 'suka', 'mikirin', 'bangsa', 'negara', 'minbi', 'kadang', 'suka', 'dengerin', 'pidato', 'pemimpin', 'dunia', 'kayak', 'pakde', 'jokowi', 'kang', 'joe', 'biden', 'pemimpin', 'zaman', 'kalo', 'ngasih', 'pidato', 'masukin', 'unsur', 'humor', 'beda', 'banget', 'generasinya', 'soekarno', 'pidatonya', 'pake', 'obor', 'berapi', 'api', 'artikel', 'judulnya', 'funny', 'make', 'money', 'bersabda', 'udah', 'ngira', 'dnvb', 'puny', 'go', 'jenis', 'humor', 'parody', 'dark', 'toilet', 'surreal', 'satire', 'slapstick', 'deadpan', 'self', 'deprecation', 'susah', 'nerjemahinnya', 'gan', 'ketiplek', 'inggrisnya', 'aja', 'yaa', 'kalo', 'brand', 'udah', 'nemu', 'style', 'humornya', 'kelar', 'insya', 'allah', 'cuan', 'full', 'senyum', 'sayang', 'ayang', 'brand', 'berhumor', 'narik', 'hati', 'masyarakat', 'majlis', 'ta', 'lim', 'bupati', 'seneng', 'humor', 'menjual', 'harga', 'artikel', 'forbes_bilang', 'pake', 'humor', 'marketing', 'bikin', 'brand', 'stand', 'alias', 'dilirik', 'orang', 'plus', 'brand', 'kerasa', 'colorful', 'original', 'kalo', 'pake', 'humor', 'fakta', 'lapangan', 'orang', 'orang', 'seneng', 'share', 'konten', 'lucu', 'lucuan', 'fs', 'oo', 'alll', 'fe', 'netizen', 'indonesia', 'dikirim', 'video', 'lucu', 'grup', 'keluarga', 'ga', 'dikirimin', 'temen', 'sifat', 'asli', 'manusia', 'emang', 'suka', 'share', 'bikin', 'seneng', 'ketawa', 'kalo', 'brand', 'pake', 'humor', 'strategi', 'marketing', 'ga', 'langsung', 'ningkatin', 'share', 'iklan', 'lucu', 'yaa', 'kalo', 'garing', 'yaa', 'kayak', 'dnvb', 'nasibnya', 'cmo', 'guide', 'using', 'humor', 'marketing', 'muda', 'bilang', 'brand', 'funny', 'kerasa', 'relate', 'mata', 'audience', 'brand', 'humor', 'keliatan', 'worth', 'personal', 'kayak', 'circle', 'pertemanan', 'natural', 'seneng', 'nongki', 'temen', 'sense', 'humornya', 'kocak', 'ga', 'sih', 'kalo', 'luxury', 'brand', 'pake', 'humor', 'marketing', 'gets', 'mad', 'hours', 'late', 'fire', 'deal', 'kind', 'attitude', 'riset', 'tim', 'kpk', 'dnvb', 'nemuin', 'kalo', 'gucci', 'masang', 'meme', 'salah', 'landing', 'pagenya', 'luxury', 'brand', 'terjun', 'humor', 'marketing', 'salah', 'reasonnya', 'pasar', 'kelas', 'eksklusif', 'udah', 'main', 'medsos', 'know', 'medsos', 'enak', 'jualannya', 'pake', 'humor', 'orang', 'kaya', 'butuh', 'ketawaa']",2023-03-16 20:29:28,1616,28,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/335896862_471174481801901_1539503105308481844_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=780zOji_bVkAX-NHuw8&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBN-I6AQhfdRnD6aXdYa2xbczWUAg-Z6dsI1hV-BFYFwg&oe=647D0D74&_nc_sid=f4eaf9,1644,2023-03-16 13:29:28,20,Thursday,4
5,5,2,0.9978794,"marketing, kol, ga, campaign, brand, kalo, bikin, orang, produk, iklan","['onvbo', 'temutemanminbi', 'lego', 'jogja', 'pengen', 'jogja', 'jester', 'benefit', 'limited', 'seat', 'orang', 'form', 'pendaftaran', 'ol', 'bit', 'ly', 'temutemanminbi', 'ja', 'co', 'none_none', 'none_none', 'none_none', 'none', 'ditunggu', 'tunggu', 'tibaa']",2023-03-15 21:03:58,363,34,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/334534273_764807444991920_268651722790945710_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Ba0AmygDTN4AX8dRoPj&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDES_0MAdS9Zs841DlFEw2L2ox17VxI-iHVEv2tr2DSOg&oe=647C3CFA&_nc_sid=f4eaf9,397,2023-03-15 14:03:58,21,Wednesday,3
6,6,0,0.58261615,"ga, ads, kalo, orang, bisnis, bikin, marketing, iklan, meta, nge","['udah', 'bertahun', 'iklan', 'axis', 'top', 'mind', 'alesannya', 'donvb', 'marketing', 'series', 'humor', 'marketing', 'rumus', 'konten', 'viral', 'ala', 'go_jek', 'riset', 'jokes', 'bikin', 'jokes', 'viral', 'datengin', 'sales', 'manage', 'respon_netizen', 'faktor_faktor', 'ngaruh', 'humor', 'marketing', 'bikin', 'jokes', 'ga', 'cringe', 'ngukur', 'efektivitas', 'evaluasi', 'humor', 'marketing_case_study', 'good_fail', 'examples', 'pembelian', 'kelas', 'otomatis', 'dapet', 'video_rekaman', 'diakses', 'seumur_hidup', 'minggu_maret', 'wib', 'ey', 'iklan', 'legenda', 'indonesia', 'keknya', 'wajib', 'bahas', 'wiwitans', 'lupakan', 'iklan', 'axis', 'pb', 'ulfaah', 'jgn', 'lupa', 'iklan', 'axis', 'jaman', 'konten', 'bahas', 'go_jek', 'kemaren', 'mention', 'iklan', 'axis', 'viral', 'masanya', 'iklan', 'kocak', 'sekocak', 'baca', 'konten', 'dnvb', 'belom', 'beli', 'kelas', 'mari', 'tonton', 'together', 'ess', 'carga', 'btn', 'bs', 'indonesia', 'ga', 'kehabisan', 'iklan', 'lucu', 'kreatif', 'go_jek', 'axis', 'berhasil', 'bikin', 'iklan', 'memorable', 'advertising', 'creativity', 'advertising', 'works', 'werner', 'reinartz', 'peter', 'saffert', 'summary', 'reprint', 'highly', 'creative', 'ads', 'really', 'inspire', 'people', 'buy', 'products', 'studies', 'found', 'creative', 'messages', 'get_attention', 'lead', 'positive', 'attitudes', 'products', 'little', 'evidence', 'linking', 'messages', 'purchase', 'artikel', 'harvard_business', 'review', 'bilang', 'iklan', 'kreatif', 'kocak', 'memorable', 'ga', 'cepat', 'redup', 'pasar', 'low', 'budget', 'ngebangun', 'fan', 'community', 'iklan', 'lucu', 'kayak', 'axis', 'fans', 'nya', 'lembaga', 'nielsen', 'global', 'ngadain', 'survey', 'ribu', 'orang', 'negara', 'negara', 'beneran', 'monopoli', 'hasil', 'survey', 'responden', 'bilang', 'kalo', 'seneng', 'iklan', 'humornya', 'ngelawak', 'sumber', 'rejeki', 'manusia', 'normal', 'suka', 'komedi', 'suka', 'brand', 'bawaannya', 'kocak', 'didukung', 'riset', 'prof', 'martin', 'eised', 'bilang', 'marketing', 'pake', 'humor', 'ningkatin', 'purchase', 'intent', 'alias', 'kenaikan', 'belanja', 'orang', 'orang', 'elon', 'musk', 'controls', 'memes', 'controls', 'universe', 'pm', 'jun', 'retweets', 'quote', 'tweets', 'likes', 'orang', 'terkaya', 'dunia', 'aja', 'bilang', 'jago', 'nge', 'meme', 'menguasai', 'semesta', 'edan', 'ga', 'tuh', 'customer', 'semesta', 'aja', 'dikuasai', 'kalo', 'meracik', 'humor', 'hidup', 'sodara', 'minbi', 'suka', 'pake', 'humor', 'marketing', 'ngonten', 'ya', 'harapannya', 'emoga', 'cepet', 'kaya', 'dnvb', 'humor', 'marketing', 'lautan', 'meme', 'artikel', 'fast', 'company', 'bilang', 'humor', 'udah', 'dipake', 'brand', 'industri', 'terbukti', 'naikin', 'engagement', 'ningkatin', 'sales', 'contohnya', 'simplenya', 'nih', 'beli', 'kelas', 'dnvb', 'baca', 'meme', 'kadang', 'garing', 'mancing', 'emosi', 'viral', 'zamannya']",2023-03-15 19:54:17,6991,120,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/335594028_878905019854906_8956365166446329205_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=0qBAAnpBwh0AX-ZTjgo&edm=APU89FABAAAA&ccb=7-5&oh=00_AfATCsmXyLK8D5zGdutZ7ZQnsjLN1sHsG0vxE-kkQEUKLA&oe=647D0C30&_nc_sid=f4eaf9,7111,2023-03-15 12:54:17,19,Wednesday,3
